X,CH3,Start,Increment,
Sequence,Volt,-3.00000e-02,5.00000e-05
0,1.60000e-01,
1,4.00000e-02,
2,4.00000e-02,
3,1.20000e-01,
4,8.00000e-02,
5,-4.00000e-02,
6,0.00000e+00,
7,-8.00000e-02,
8,-4.00000e-02,
9,-1.20000e-01,
10,-8.00000e-02,
11,-1.60000e-01,
12,-1.20000e-01,
13,-2.00000e-01,
14,-1.60000e-01,
15,-2.40000e-01,
16,-2.00000e-01,
17,-2.80000e-01,
18,-2.40000e-01,
19,-3.60000e-01,
20,-2.80000e-01,
21,-4.00000e-01,
22,-3.20000e-01,
23,-4.40000e-01,
24,-3.60000e-01,
25,-4.40000e-01,
26,-4.00000e-01,
27,-4.80000e-01,
28,-4.40000e-01,
29,-5.60000e-01,
30,-4.80000e-01,
31,-5.60000e-01,
32,-5.20000e-01,
33,-6.00000e-01,
34,-5.60000e-01,
35,-6.40000e-01,
36,-6.00000e-01,
37,-6.80000e-01,
38,-6.80000e-01,
39,-6.00000e-01,
40,-6.40000e-01,
41,-7.20000e-01,
42,-6.80000e-01,
43,-7.60000e-01,
44,-7.20000e-01,
45,-7.60000e-01,
46,-7.20000e-01,
47,-8.00000e-01,
48,-7.60000e-01,
49,-8.00000e-01,
50,-7.60000e-01,
51,-8.40000e-01,
52,-8.00000e-01,
53,-8.40000e-01,
54,-8.40000e-01,
55,-8.80000e-01,
56,-8.40000e-01,
57,-8.80000e-01,
58,-8.40000e-01,
59,-9.20000e-01,
60,-8.40000e-01,
61,-8.80000e-01,
62,-8.40000e-01,
63,-9.20000e-01,
64,-8.40000e-01,
65,-9.20000e-01,
66,-8.40000e-01,
67,-9.20000e-01,
68,-8.40000e-01,
69,-8.80000e-01,
70,-8.40000e-01,
71,-8.80000e-01,
72,-8.40000e-01,
73,-8.80000e-01,
74,-8.80000e-01,
75,-7.60000e-01,
76,-8.40000e-01,
77,-7.60000e-01,
78,-8.00000e-01,
79,-7.60000e-01,
80,-8.00000e-01,
81,-7.20000e-01,
82,-7.60000e-01,
83,-6.80000e-01,
84,-7.60000e-01,
85,-6.80000e-01,
86,-7.20000e-01,
87,-6.40000e-01,
88,-6.80000e-01,
89,-6.00000e-01,
90,-6.80000e-01,
91,-6.00000e-01,
92,-6.40000e-01,
93,-5.60000e-01,
94,-6.00000e-01,
95,-5.20000e-01,
96,-5.60000e-01,
97,-4.80000e-01,
98,-5.20000e-01,
